time,"Average fuel consumption (L/100km)","Average fuel consumption (total) (L/100km)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (total) (km)","Engine RPM (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (total) (L)","Fuel used price ($)","Fuel used price (total) ($)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",
14:34:28.099,,,,,0.02,,,,,,,,,,,,,100,,,,
14:34:28.605,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
14:34:28.889,,,,,,,0,,,0,,,,,,0,,,,,,
14:34:29.180,,,,,,,,,,,,,,,,,,,,0.000194553422314854,0,
14:34:29.405,,,,,0.02,,,,,,,,,,,,,100,,,,
14:34:29.882,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
14:34:30.129,0,,,,,,0,,,0,,0,159.239949829378,0,160.83,0,,,,,,
14:34:30.439,,,,,,,,0,418.370752704445,,,,,,,,,,,0.000162144587987029,0,
14:34:30.663,,,,,0.02,,,,,,,,,,,,,100,,,,
14:34:31.134,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
14:34:31.370,,38.0619220631496,,,,,0,,,0,,0,159.239949829378,0,160.83,0,,,,,,
14:34:31.599,,,0,,,,,0,418.370752704445,,,,,,,,,,,0.00012972553694653,0,
14:34:31.823,,,,,0.02,,,,,,,,,,,,,100,,,,
14:34:32.295,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
14:34:32.529,,38.0619220631496,,,,,0,,,0,,0,159.239949829378,0,160.83,0,,,,,,
14:34:32.816,,,0,,,,,0,418.370752704445,,,,,,,,,,,0.000129727326891231,0,
14:34:33.033,,,,,0.02,,,,,,,,,,,,,100,,,,
14:34:33.560,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
