time,"Average fuel consumption (L/100km)","Average fuel consumption (total) (L/100km)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (total) (km)","Engine RPM (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (total) (L)","Fuel used price ($)","Fuel used price (total) ($)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",
08:58:03.179,,,,,-0.00325000000000003,,,,,,,,,,,,,101,,,,
08:58:03.643,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
08:58:03.905,,,,,,,0,,,0,,,,,,0,,,,,,
08:58:04.154,,,,,,,,,,,,,,,,,,,,,0,
08:58:04.368,,,,,-0.00325000000000003,,,,,,,,,,,,,101,,,,
08:58:04.789,,,,101,,,,,,,,,,,,,,,,,,
08:58:05.260,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
08:58:05.506,,,,,,,0,,,0,,0,122.678353777334,0,123.91,0,,,,,,
08:58:05.792,,,,,,,,,,,,,,,,,26,,,,,
08:58:06.001,,,,,,,,0,321.593544683445,,,,,,,,,,,,0,
08:58:06.263,,,,,0,,,,,,,,,,,,,101,,,,
08:58:06.725,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
08:58:06.992,,38.1470199901215,,,,,0,,,0,,0,122.678353777334,0,123.91,0,,,,,,
08:58:07.241,,,0,,,,,0,321.593544683445,,,,,,,,,,,,0,
08:58:07.494,,,,,0,,,,,,,,,,,,,101,,,,
08:58:07.951,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
08:58:08.204,,38.1470199901215,,,,,0,,,0,,0,122.678353777334,0,123.91,0,,,,,,
08:58:08.478,,,0,,,,,0,321.593544683445,,,,,,,,,,,,0,
08:58:08.756,,,,,0,,,,,,,,,,,,,101,,,,
08:58:09.229,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
08:58:09.440,,38.1470199901215,,,,,0,,,0,,0,122.678353777334,0,123.91,0,,,,,,
08:58:09.715,,,0,,,,,0,321.593544683445,,,,,,,,,,,0,0,
08:58:09.991,,,,,0,,,,,,,,,,,,,101,,,,
08:58:10.569,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
08:58:10.858,,38.1470199901215,,,,,0,,,0,,0,122.678353777334,0,123.91,0,,,,,,
08:58:11.060,,,0,,,,,0,321.593544683445,,,,,,,,,,,0,0,
08:58:11.301,,,,,0,,,,,,,,,,,,,101,,,,
08:58:11.853,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
08:58:12.099,,38.1470199901215,,,,,0,,,0,,0,122.678353777334,0,123.91,0,,,,,,
08:58:12.364,,,0,,,,,0,321.593544683445,,,,,,,,,,,0,0,
08:58:12.648,,,,,0,,,,,,,,,,,,,101,,,,
08:58:13.167,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
08:58:13.432,,38.1470199901215,,,,,0,,,0,,0,122.678353777334,0,123.91,0,,,,,,
08:58:13.709,,,0,,,,,0,321.593544683445,,,,,,,,,,,0,0,
08:58:13.942,,,,,0,,,,,,,,,,,,,101,,,,
08:58:14.351,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
08:58:14.600,,38.1470199901215,,,,,0,,,0,,0,122.678353777334,0,123.91,0,,,,,,
08:58:14.838,,,0,,,,,0,321.593544683445,,,,,,,,,,,0,0,
08:58:15.123,,,,,0,,,,,,,,,,,,,101,,,,
08:58:15.625,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
08:58:15.890,,38.1470199901215,,,,,0,,,0,,0,122.678353777334,0,123.91,0,,,,,,
08:58:16.147,,,0,,,,,0,321.593544683445,,,,,,,,,,,0,0,
08:58:16.385,,,,,0,,,,,,,,,,,,,101,,,,
08:58:16.944,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
08:58:17.188,,38.1470199901215,,,,,0,,,0,,0,122.678353777334,0,123.91,0,,,,,,
08:58:17.456,,,0,,,,,0,321.593544683445,,,,,,,,,,,0,0,
08:58:17.681,,,,,0,,,,,,,,,,,,,101,,,,
08:58:18.194,,,,,,,,,,,1,,,,,,,,12.9411764705882,,,
